case_id,split,class_label,class_id,record_id,chunk_id,chunk_file,start_sample,end_sample,start_sec,end_sec,source_db,pred_class,pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,strong_event_count,adaptive_event_th,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,rbbb_like_rate_bp,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count
526,train,NSR,0,19830,1445,train/NSR/19830/19830_w01445.mem,43352000,43381999,43352.000,43382.000,nsrdb,1,CHF,1,-39248435,15174350,-64699873,-112617072,42,40,0,2,451,320,40,40,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1599,2,100,45,0,0,0,0,0,42,0,0,42,0,0,40,0,40,12,1420,8,40,0,76,2048,0,0,0,0,0
528,train,NSR,0,19830,1612,train/NSR/19830/19830_w01612.mem,48362000,48391999,48362.000,48392.000,nsrdb,0,NSR,1,59747730,-58370362,-99911686,-101050976,39,37,0,71,584,329,37,37,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1356,71,95,39,0,0,0,0,0,39,0,0,39,0,0,37,0,37,16,1167,10,37,0,110,2276,0,0,0,0,0
530,train,NSR,0,19830,1794,train/NSR/19830/19830_w01794.mem,53822000,53851999,53822.000,53852.000,nsrdb,0,NSR,1,66483398,-86936450,-79572224,-99848654,37,35,0,61,480,280,35,35,43,23,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1240,61,76,37,0,0,0,0,0,37,0,0,37,0,0,35,0,35,43,1073,10,35,0,314,2048,0,0,0,0,0
532,train,NSR,0,19830,1960,train/NSR/19830/19830_w01960.mem,58802000,58831999,58802.000,58832.000,nsrdb,0,NSR,1,38058449,-99689276,-40622959,-97175465,34,32,0,40,391,256,32,32,78,28,21,14,5,3,2,2,1,1,1,0,0,0,0,0,0,34,0,0,0,0,0,1396,40,68,34,0,0,0,0,0,34,0,0,34,0,0,32,0,32,78,1360,4,32,0,624,2048,0,0,3,3,0
534,train,NSR,0,19830,2142,train/NSR/19830/19830_w02142.mem,64262000,64291999,64262.000,64292.000,nsrdb,0,NSR,1,60761653,-101445771,-61723081,-97078239,35,33,0,69,487,263,33,33,117,29,22,18,12,10,10,6,4,3,2,1,0,0,0,0,0,35,0,0,0,0,0,1257,69,70,35,0,0,0,0,0,35,0,0,35,0,0,33,0,33,117,1133,8,33,0,907,2040,0,0,10,10,0
536,train,NSR,0,19830,2309,train/NSR/19830/19830_w02309.mem,69272000,69301999,69272.000,69302.000,nsrdb,1,CHF,1,-26111132,-14899875,-49051249,-110343648,36,34,0,0,70,230,33,34,34,19,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1366,0,42,35,0,0,0,0,0,35,0,0,35,0,0,33,0,34,34,1288,5,34,0,256,1784,0,0,0,0,0
538,train,NSR,0,19830,2490,train/NSR/19830/19830_w02490.mem,74702000,74731999,74702.000,74732.000,nsrdb,2,ARR,1,-38848551,-44795247,-8609034,-107292270,39,33,4,6,204,237,33,37,102,26,17,9,6,5,4,4,4,4,4,4,4,4,4,3,0,39,1,0,1,0,0,1559,6,74,40,0,0,0,0,0,39,0,0,39,3,0,37,4,37,102,1462,4,37,1081,705,1838,256,0,11,9,2
539,train,CHF,1,chf01,35,train/CHF/chf01/chf01_w00035.mem,1052000,1081999,1052.000,1082.000,chfdb,1,CHF,1,-22965541,-22821578,-41342525,-113689059,30,28,0,0,104,239,28,28,31,19,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,3040,0,202,30,0,0,0,0,0,30,0,0,30,0,0,28,0,28,31,1548,5,28,0,283,2185,0,0,0,0,0
541,train,CHF,1,chf01,156,train/CHF/chf01/chf01_w00156.mem,4682000,4711999,4682.000,4712.000,chfdb,0,NSR,1,6976800,-53714980,-29296441,-122471892,34,30,2,1,18,240,30,32,92,22,11,9,7,7,6,5,5,5,4,3,2,2,2,2,1,34,10,58,10,0,0,2641,0,230,37,0,0,0,0,0,34,0,0,34,7,1,32,2,32,92,943,8,32,625,736,2048,2941,0,30,10,20
543,train,CHF,1,chf01,278,train/CHF/chf01/chf01_w00278.mem,8342000,8371999,8342.000,8372.000,chfdb,2,ARR,1,-78147115,-72586608,27557349,-75352851,42,28,12,0,104,195,28,40,275,35,30,26,24,22,18,17,16,14,14,12,12,12,12,11,4,41,12,38,12,0,0,3811,0,215,59,0,0,0,0,0,41,0,0,41,13,4,39,11,40,275,2075,5,40,3000,1760,1782,2857,0,62,38,24
545,train,CHF,1,chf01,399,train/CHF/chf01/chf01_w00399.mem,11972000,12001999,11972.000,12002.000,chfdb,0,NSR,1,8236280,-108257560,-1735118,-96912223,32,27,3,59,843,293,27,30,94,23,18,11,6,6,3,3,3,3,3,3,3,3,3,3,1,32,0,0,0,0,0,3240,56,358,32,0,0,0,0,0,32,0,0,32,1,1,30,3,30,94,1175,8,30,1000,802,2778,0,0,10,10,0
547,train,CHF,1,chf01,521,train/CHF/chf01/chf01_w00521.mem,15632000,15661999,15632.000,15662.000,chfdb,1,CHF,1,-66518563,3457511,1678477,-138205034,29,25,2,4,337,290,25,27,38,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,29,2,29,0,0,2,2929,2,264,32,0,4,0,0,0,29,0,0,29,5,0,27,2,27,38,1021,8,27,740,360,2969,689,0,8,4,4
549,train,CHF,1,chf01,642,train/CHF/chf01/chf01_w00642.mem,19262000,19291999,19262.000,19292.000,chfdb,2,ARR,1,-79479581,-15199608,1335569,-105027787,36,29,5,63,2002,236,29,34,96,21,10,5,5,5,5,5,5,5,5,5,5,5,5,5,1,36,5,109,2,0,3,3172,63,584,64,0,19,0,0,0,36,0,0,36,3,1,34,5,34,96,1759,10,34,1470,722,2083,1388,0,21,11,10
551,train,CHF,1,chf01,764,train/CHF/chf01/chf01_w00764.mem,22922000,22951999,22922.000,22952.000,chfdb,1,CHF,1,-103384631,58118894,-20317410,-130409672,30,27,1,55,1950,0,27,28,56,18,13,10,5,3,2,1,1,1,1,1,0,0,0,0,0,30,7,90,6,0,1,1928,55,475,45,2,30,2,0,0,30,0,0,30,0,0,28,1,28,56,926,16,28,357,512,0,2333,444,20,4,16
553,train,CHF,1,chf01,895,train/CHF/chf01/chf01_w00895.mem,26852000,26881999,26852.000,26882.000,chfdb,1,CHF,1,-105738405,79177686,-60281775,-112791755,33,31,0,65,2390,30,31,31,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,29,0,0,2,3258,65,600,55,1,13,1,0,0,33,0,0,33,0,0,31,0,31,7,1760,10,31,0,57,247,606,181,5,0,5
555,train,CHF,1,chf01,1017,train/CHF/chf01/chf01_w01017.mem,30512000,30541999,30512.000,30542.000,chfdb,1,CHF,1,-79657377,13066105,-12285274,-116312310,35,31,2,62,2451,210,31,33,64,19,14,5,3,3,2,2,2,2,2,2,2,2,2,2,0,35,11,180,6,0,7,2368,61,619,59,0,29,0,0,0,35,0,0,35,0,0,33,2,33,64,1192,16,33,606,496,1734,3142,0,29,5,24
557,train,CHF,1,chf01,1138,train/CHF/chf01/chf01_w01138.mem,34142000,34171999,34142.000,34172.000,chfdb,1,CHF,1,-78981979,10479489,-44840887,-89088942,35,33,0,69,2272,10,33,33,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2865,69,550,46,0,29,0,0,0,35,0,0,35,0,0,33,0,33,15,1547,12,33,0,116,77,0,0,0,0,0
559,train,CHF,1,chf01,1260,train/CHF/chf01/chf01_w01260.mem,37802000,37831999,37802.000,37832.000,chfdb,0,NSR,1,8893305,-26649445,-60869911,-119895656,33,31,0,10,164,308,31,31,46,15,6,5,4,3,3,3,3,2,2,0,0,0,0,0,0,33,6,47,6,0,0,3054,8,240,33,0,0,0,0,0,33,0,0,33,0,0,31,0,31,46,836,8,31,0,379,2543,1818,0,15,3,12
561,train,CHF,1,chf01,1381,train/CHF/chf01/chf01_w01381.mem,41432000,41461999,41432.000,41462.000,chfdb,1,CHF,1,-32714561,2543532,-51869958,-118844545,32,30,0,0,28,239,30,30,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3216,0,211,32,0,0,0,0,0,32,0,0,32,0,0,30,0,30,11,1798,4,30,0,93,2039,0,0,0,0,0
563,train,CHF,1,chf01,1503,train/CHF/chf01/chf01_w01503.mem,45092000,45121999,45092.000,45122.000,chfdb,1,CHF,1,-32581934,3202227,-51854560,-119739339,31,29,0,0,280,228,29,29,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3135,0,246,31,0,0,0,0,0,31,0,0,31,0,0,29,0,29,10,1185,6,29,0,88,2012,0,0,0,0,0
565,train,CHF,1,chf01,1634,train/CHF/chf01/chf01_w01634.mem,49022000,49051999,49022.000,49052.000,chfdb,0,NSR,1,-6457766,-30104478,-47422957,-115236820,29,27,0,8,310,238,27,27,24,16,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2931,5,249,29,0,0,0,0,0,29,0,0,29,0,0,27,0,27,24,1434,5,27,0,227,2256,0,0,0,0,0
567,train,CHF,1,chf01,1756,train/CHF/chf01/chf01_w01756.mem,52682000,52711999,52682.000,52712.000,chfdb,0,NSR,1,24219633,-58208724,-59512321,-105931565,29,27,0,16,298,230,27,27,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2929,15,232,29,0,0,0,0,0,29,0,0,29,0,0,27,0,27,18,1090,6,27,0,170,2180,0,0,0,0,0
569,train,CHF,1,chf01,1877,train/CHF/chf01/chf01_w01877.mem,56312000,56341999,56312.000,56342.000,chfdb,1,CHF,1,-68908389,25014774,-19006709,-133223823,30,27,1,39,872,297,27,28,43,12,5,3,3,3,3,3,3,2,1,1,1,1,1,1,0,30,1,10,1,0,0,2948,35,350,30,4,6,4,0,0,30,0,0,30,0,0,28,1,28,43,1129,8,28,357,393,2816,333,1333,10,4,6
571,train,CHF,1,chf01,1999,train/CHF/chf01/chf01_w01999.mem,59972000,60001999,59972.000,60002.000,chfdb,2,ARR,1,-59083015,-40538640,29550442,-126113097,29,21,5,16,529,202,21,27,119,18,15,12,10,8,8,7,7,7,6,5,4,4,4,4,3,28,4,37,4,0,0,2498,13,297,28,1,2,1,0,0,28,0,0,28,3,3,26,5,26,119,964,8,26,1923,1128,2462,1379,357,25,16,9
573,train,CHF,1,chf01,2120,train/CHF/chf01/chf01_w02120.mem,63602000,63631999,63602.000,63632.000,chfdb,2,ARR,1,-45577946,-9020400,-2698529,-141319694,28,24,2,0,146,235,24,26,78,20,14,7,6,6,4,4,3,2,2,2,2,2,2,2,1,28,7,42,6,0,1,2736,0,179,28,0,0,0,0,0,28,0,0,28,1,1,26,2,26,78,1822,4,26,769,768,2506,2500,0,23,9,14
575,train,CHF,1,chf01,2242,train/CHF/chf01/chf01_w02242.mem,67262000,67291999,67262.000,67292.000,chfdb,1,CHF,1,-55680617,7780956,-21241812,-124939935,30,28,0,8,193,303,28,28,27,16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,15,0,0,1,2869,8,209,30,6,11,6,1,0,30,0,0,30,0,0,28,0,28,27,1851,5,28,0,246,2770,333,2000,8,0,8
576,train,CHF,1,chf01,2302,train/CHF/chf01/chf01_w02302.mem,69062000,69091999,69062.000,69092.000,chfdb,2,ARR,1,-70511013,-32735122,26387075,-122620240,27,24,1,4,287,181,24,25,81,19,15,10,7,5,4,4,4,3,2,2,2,2,1,1,1,27,0,0,0,0,0,2734,4,217,27,0,9,0,0,0,27,0,0,27,2,1,25,1,25,81,1133,6,25,400,829,1930,0,0,7,7,0
577,train,CHF,1,chf01,2363,train/CHF/chf01/chf01_w02363.mem,70892000,70921999,70892.000,70922.000,chfdb,0,NSR,1,-7090836,-31632309,-36868862,-122577132,29,27,0,6,232,246,27,27,36,18,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,29,1,20,0,0,1,2932,3,230,29,0,0,0,0,0,29,0,0,29,0,0,27,0,27,36,1152,6,27,0,341,2332,344,0,2,0,2
578,train,CHF,1,chf02,5,train/CHF/chf02/chf02_w00005.mem,152000,181999,152.000,182.000,chfdb,1,CHF,1,-74801369,70107558,-104264577,-92498048,51,48,0,0,139,88,48,49,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,2192,0,121,51,0,0,0,0,0,50,0,0,50,0,0,48,0,49,5,1354,8,48,0,26,469,0,0,0,0,0
580,train,CHF,1,chf02,25,train/CHF/chf02/chf02_w00025.mem,752000,781999,752.000,782.000,chfdb,1,CHF,1,-69636682,66587396,-98753430,-99799361,50,48,0,0,259,119,48,48,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,2312,0,135,50,0,0,0,0,0,50,0,0,50,0,0,48,0,48,9,1686,6,48,0,48,634,0,0,0,0,0
582,train,CHF,1,chf02,45,train/CHF/chf02/chf02_w00045.mem,1352000,1381999,1352.000,1382.000,chfdb,1,CHF,1,-63594810,69133716,-110007872,-95986825,49,47,0,0,471,135,47,47,21,11,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2350,0,146,50,0,0,0,0,0,49,0,0,49,0,0,47,0,47,21,1720,6,47,0,114,735,0,0,1,1,0
584,train,CHF,1,chf02,65,train/CHF/chf02/chf02_w00065.mem,1952000,1981999,1952.000,1982.000,chfdb,1,CHF,1,-79095702,86242878,-97934050,-108704146,44,40,2,0,377,129,40,42,50,10,6,6,4,3,3,2,2,2,2,2,2,2,2,2,1,44,2,6,2,0,0,1950,0,141,46,0,0,0,0,0,44,0,0,44,8,1,42,2,42,50,1244,8,42,476,304,825,454,0,10,6,4
586,train,CHF,1,chf02,85,train/CHF/chf02/chf02_w00085.mem,2552000,2581999,2552.000,2582.000,chfdb,1,CHF,1,-93611564,13474402,-34454407,-86304922,50,37,11,0,593,191,37,48,182,20,14,13,13,12,12,12,12,12,12,11,11,11,9,8,4,50,2,8,2,0,0,1865,0,159,50,0,0,0,0,0,50,0,0,50,2,4,48,11,48,182,957,12,48,2291,970,1321,400,0,31,27,4
588,train,CHF,1,chf02,105,train/CHF/chf02/chf02_w00105.mem,3152000,3181999,3152.000,3182.000,chfdb,1,CHF,1,-114257346,57436812,-44230573,-100312282,47,41,4,0,637,123,41,45,76,16,7,5,4,4,4,4,4,4,4,4,4,4,4,4,2,47,0,0,0,0,0,2343,0,153,49,0,2,0,0,0,47,0,0,47,2,2,45,4,45,76,1458,8,45,888,432,768,0,0,10,10,0
590,train,CHF,1,chf02,125,train/CHF/chf02/chf02_w00125.mem,3752000,3781999,3752.000,3782.000,chfdb,1,CHF,1,-81692434,80261072,-91313964,-109069240,51,49,0,0,328,140,49,49,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,4,1,0,0,2099,0,155,68,0,1,0,0,0,51,0,0,51,0,0,49,0,49,7,1136,10,49,0,36,731,196,0,2,0,2
592,train,CHF,1,chf02,145,train/CHF/chf02/chf02_w00145.mem,4352000,4381999,4352.000,4382.000,chfdb,1,CHF,1,-66403730,62358480,-98716838,-99195853,48,46,0,0,750,180,46,46,16,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2233,0,197,48,0,0,0,0,0,48,0,0,48,0,0,46,0,46,16,1324,10,46,0,89,1001,0,0,0,0,0
594,train,CHF,1,chf02,165,train/CHF/chf02/chf02_w00165.mem,4952000,4981999,4952.000,4982.000,chfdb,1,CHF,1,-57187259,57555918,-102087734,-98732041,48,46,0,0,752,184,46,46,21,11,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2350,0,186,48,0,0,0,0,0,48,0,0,48,0,0,46,0,46,21,1526,8,46,0,116,1024,0,0,1,1,0
596,train,CHF,1,chf02,185,train/CHF/chf02/chf02_w00185.mem,5552000,5581999,5552.000,5582.000,chfdb,1,CHF,1,-52873200,53446029,-84894542,-115109697,50,46,1,0,358,363,46,48,41,6,4,3,3,3,3,3,3,3,3,2,2,1,1,1,0,49,1,12,0,0,1,2222,0,168,50,0,0,0,0,0,49,0,0,49,1,0,47,1,48,41,1394,8,47,212,218,2020,200,0,6,4,2
598,train,CHF,1,chf02,205,train/CHF/chf02/chf02_w00205.mem,6152000,6181999,6152.000,6182.000,chfdb,1,CHF,1,-71847254,101864715,-128629441,-100580573,50,48,0,0,469,96,48,48,18,6,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,50,2,7,2,0,0,2348,0,147,50,0,0,0,0,0,50,0,0,50,0,0,48,0,48,18,1503,8,48,0,96,512,400,0,5,1,4
600,train,CHF,1,chf02,225,train/CHF/chf02/chf02_w00225.mem,6752000,6781999,6752.000,6782.000,chfdb,1,CHF,1,-80461352,42149094,-69288394,-92666714,50,41,7,0,788,182,41,48,175,22,13,13,13,13,13,13,13,12,10,10,9,7,7,7,3,50,4,11,4,0,0,1924,0,197,50,0,0,0,0,0,50,1,1,50,2,3,48,7,48,175,1082,12,48,1458,933,1136,800,0,31,23,8
602,train,CHF,1,chf02,245,train/CHF/chf02/chf02_w00245.mem,7352000,7381999,7352.000,7382.000,chfdb,1,CHF,1,-81989202,47846682,-75149529,-91275767,50,44,4,0,400,164,44,48,114,17,10,10,10,8,8,8,7,7,7,7,4,4,4,3,0,50,0,0,0,0,0,2037,0,162,54,0,0,0,0,0,50,0,0,50,0,0,48,4,48,114,1119,10,48,833,608,954,0,0,12,12,0
604,train,CHF,1,chf02,265,train/CHF/chf02/chf02_w00265.mem,7952000,7981999,7952.000,7982.000,chfdb,3,AFF,1,-103940047,-78650753,-12320278,-7016817,52,10,40,4,334,20,10,50,662,49,47,47,47,47,47,46,46,45,44,42,40,39,38,38,16,52,0,0,0,0,0,2530,4,169,52,0,1,0,0,0,52,0,0,52,18,16,50,40,50,662,1745,6,50,8000,3389,512,0,0,103,103,0
606,train,CHF,1,chf02,285,train/CHF/chf02/chf02_w00285.mem,8552000,8581999,8552.000,8582.000,chfdb,1,CHF,1,-116778929,-3995186,-56707311,-20325968,53,31,20,4,436,112,31,51,386,31,30,29,28,28,28,28,28,27,26,26,24,20,19,14,10,53,6,72,5,0,2,1430,3,234,56,0,0,0,0,0,53,0,0,53,8,10,51,20,51,386,801,12,51,3921,1937,924,1132,0,71,58,13
608,train,CHF,1,chf02,305,train/CHF/chf02/chf02_w00305.mem,9152000,9181999,9152.000,9182.000,chfdb,3,AFF,1,-104237869,-47909111,-27019755,-18844002,51,23,26,2,306,69,23,49,408,33,31,28,27,27,27,27,27,27,27,27,27,26,25,22,19,51,0,0,0,0,0,2015,2,160,51,0,0,0,0,0,51,0,0,51,10,19,49,26,49,408,1158,10,49,5306,2131,768,0,0,72,72,0
610,train,CHF,1,chf02,325,train/CHF/chf02/chf02_w00325.mem,9752000,9781999,9752.000,9782.000,chfdb,3,AFF,1,-96575505,-60186554,-36765999,-3998175,47,14,31,4,288,35,14,45,520,39,39,38,37,35,35,34,34,34,34,34,34,31,31,31,17,47,2,21,0,0,2,1767,4,175,48,0,0,0,0,0,47,0,0,47,13,17,45,31,45,520,1053,10,45,6888,2958,640,425,0,87,83,4
611,train,CHF,1,chf03,15,train/CHF/chf03/chf03_w00015.mem,452000,481999,452.000,482.000,chfdb,1,CHF,1,-61928663,28109956,-64253983,-101592076,33,31,0,0,0,61,31,31,88,23,20,16,11,6,5,4,2,1,0,0,0,0,0,0,0,33,3,18,3,0,0,2702,0,187,33,0,0,0,0,0,33,0,0,33,0,0,31,0,31,88,1171,4,31,0,726,503,909,0,12,6,6
613,train,CHF,1,chf03,96,train/CHF/chf03/chf03_w00096.mem,2882000,2911999,2882.000,2912.000,chfdb,2,ARR,1,-91844080,-57799725,21974659,-66034482,40,21,17,0,15,144,21,38,354,35,35,30,27,25,25,24,23,21,19,19,19,18,17,17,9,39,9,106,6,0,3,2723,0,335,47,1,1,1,0,0,39,0,0,39,11,9,38,17,38,354,1386,5,38,4473,2384,1755,2250,212,70,51,19
615,train,CHF,1,chf03,177,train/CHF/chf03/chf03_w00177.mem,5312000,5341999,5312.000,5342.000,chfdb,1,CHF,1,-99739668,16098375,-12057504,-105041523,32,27,3,0,0,27,27,30,87,26,13,11,5,4,4,3,3,3,3,3,3,2,2,2,1,32,2,7,2,0,1,2996,0,220,34,0,1,0,0,0,32,0,0,32,1,1,30,3,30,87,1465,4,30,1000,742,256,625,0,13,8,5
617,train,CHF,1,chf03,258,train/CHF/chf03/chf03_w00258.mem,7742000,7771999,7742.000,7772.000,chfdb,1,CHF,1,-68962810,33065926,-63672931,-101372295,32,30,0,0,0,40,30,30,67,23,11,11,8,4,3,2,2,2,1,0,0,0,0,0,0,32,1,7,1,0,0,3211,0,207,34,0,0,0,0,0,32,0,0,32,0,0,30,0,30,67,1566,4,30,0,571,341,312,0,6,4,2
619,train,CHF,1,chf03,339,train/CHF/chf03/chf03_w00339.mem,10172000,10201999,10172.000,10202.000,chfdb,1,CHF,1,-129788976,41351306,-143922,-111590083,35,29,4,0,19,59,28,33,122,20,14,13,11,8,8,8,7,6,6,5,4,4,4,4,2,35,4,34,4,0,0,1693,0,292,40,0,9,0,0,0,35,0,0,35,5,2,33,4,33,122,914,6,33,1212,946,539,1142,0,22,14,8
621,train,CHF,1,chf03,420,train/CHF/chf03/chf03_w00420.mem,12602000,12631999,12602.000,12632.000,chfdb,2,ARR,1,-95339371,-46198587,10414443,-66436626,46,32,12,0,15,178,32,44,322,37,32,31,28,25,25,23,22,20,17,16,14,12,10,10,7,46,17,121,17,0,2,4805,0,326,54,0,0,0,0,0,46,0,0,46,18,7,44,12,44,322,2093,4,44,2727,1873,1424,3695,0,80,44,36
623,train,CHF,1,chf03,501,train/CHF/chf03/chf03_w00501.mem,15032000,15061999,15032.000,15062.000,chfdb,1,CHF,1,-67336691,11907686,-36170120,-109103260,33,31,0,0,0,62,31,31,60,21,14,12,8,3,1,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2972,0,248,36,0,2,0,0,0,33,0,0,33,0,0,31,0,31,60,1217,5,31,0,495,512,0,0,3,3,0
625,train,CHF,1,chf03,571,train/CHF/chf03/chf03_w00571.mem,17132000,17161999,17132.000,17162.000,chfdb,1,CHF,1,-43366942,-8673968,-44125286,-102778831,35,31,2,1,27,93,31,33,137,27,24,20,18,14,11,6,5,3,2,2,2,1,1,1,0,35,1,15,0,0,1,2983,1,297,37,0,1,0,0,0,35,0,0,35,1,0,33,2,33,137,1429,5,33,606,1062,768,285,0,18,16,2
627,train,CHF,1,chf03,652,train/CHF/chf03/chf03_w00652.mem,19562000,19591999,19562.000,19592.000,chfdb,1,CHF,1,-86003487,27868221,-37519752,-105082287,33,28,3,0,0,56,28,31,78,22,12,7,4,3,3,3,3,3,3,3,3,3,3,3,1,33,1,0,1,0,0,3160,0,223,37,0,0,0,0,0,33,0,0,33,1,1,31,3,31,78,1673,4,31,967,644,512,303,0,9,7,2
629,train,CHF,1,chf03,733,train/CHF/chf03/chf03_w00733.mem,21992000,22021999,21992.000,22022.000,chfdb,1,CHF,1,-70151232,5843020,-23633466,-110327165,33,28,3,1,31,98,28,31,114,22,14,12,10,9,9,9,6,4,4,3,3,3,3,3,1,33,0,0,0,0,0,2582,0,265,33,1,1,1,0,0,33,0,0,33,1,1,31,3,31,114,1293,5,31,967,941,896,0,303,14,13,1
631,train,CHF,1,chf03,814,train/CHF/chf03/chf03_w00814.mem,24422000,24451999,24422.000,24452.000,chfdb,1,CHF,1,-84345917,9238065,-26181325,-99262364,33,28,3,0,0,42,28,31,96,24,17,11,7,5,4,4,3,3,3,3,3,3,3,3,1,33,1,0,1,0,0,3135,0,223,35,0,0,0,0,0,33,0,0,33,1,1,31,3,31,96,1508,4,31,967,792,384,303,0,11,9,2
633,train,CHF,1,chf03,895,train/CHF/chf03/chf03_w00895.mem,26852000,26881999,26852.000,26882.000,chfdb,1,CHF,1,-70831234,21286604,-56392846,-93822779,35,32,0,0,0,60,32,33,133,28,25,22,13,10,9,8,6,5,3,3,1,0,0,0,0,34,3,26,3,0,0,2740,0,282,38,0,0,0,0,0,34,0,0,34,0,0,32,0,33,133,1313,5,32,0,1031,480,857,0,16,10,6
635,train,CHF,1,chf03,976,train/CHF/chf03/chf03_w00976.mem,29282000,29311999,29282.000,29312.000,chfdb,1,CHF,1,-65344863,57224119,-87040344,-105274142,35,33,0,0,0,66,33,33,31,16,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,34,4,28,4,0,0,3284,0,222,36,0,0,0,0,0,34,0,0,34,0,0,33,0,33,31,1571,4,33,0,240,512,1142,0,10,2,8
637,train,CHF,1,chf03,1047,train/CHF/chf03/chf03_w01047.mem,31412000,31441999,31412.000,31442.000,chfdb,2,ARR,1,-97171097,-4108464,7848199,-104246378,44,34,8,0,4,150,34,42,236,34,32,27,22,20,16,16,13,10,9,8,8,7,7,7,3,44,13,73,13,0,0,3843,0,303,56,2,3,2,0,0,44,0,0,44,10,3,42,8,42,236,1643,5,42,1904,1438,1129,2954,357,59,31,28
639,train,CHF,1,chf03,1128,train/CHF/chf03/chf03_w01128.mem,33842000,33871999,33842.000,33872.000,chfdb,1,CHF,1,-97850683,-1107567,-17157928,-83900400,40,31,7,0,0,78,31,38,206,33,27,22,20,16,15,14,11,10,7,7,7,7,5,5,0,40,7,50,7,0,0,3159,0,306,48,0,3,0,0,0,40,0,0,40,2,0,38,7,38,206,1247,6,38,1842,1387,644,1750,0,37,23,14
641,train,CHF,1,chf03,1209,train/CHF/chf03/chf03_w01209.mem,36272000,36301999,36272.000,36302.000,chfdb,2,ARR,1,-72629138,-23581468,32478059,-129513934,36,26,8,16,322,378,26,34,152,22,15,12,11,10,9,9,9,9,9,8,8,7,7,7,2,36,12,114,9,0,4,2557,16,350,49,5,8,5,0,0,36,0,0,36,2,2,34,8,34,152,1071,8,34,2352,1144,3721,3333,1020,50,20,30
643,train,CHF,1,chf03,1290,train/CHF/chf03/chf03_w01290.mem,38702000,38731999,38702.000,38732.000,chfdb,1,CHF,1,-80529025,21178398,-44238971,-97009618,34,29,3,0,0,6,29,32,76,18,11,6,5,4,4,4,3,3,3,3,3,3,3,3,0,34,1,5,1,0,0,3384,0,264,36,0,0,0,0,0,34,0,0,34,2,0,32,3,32,76,1336,4,32,937,608,52,294,0,9,7,2
